"serial_no","climatic_z","agro_eco_z","terrain","anual_r_fmm","rice_variety","stage_of_maturity","soil_type","rice_ecosystem","topography","flooded_y_n","method_of_planting","is_the_farmer_aware_of_mg_before","rep_no","gall_count","infection_status","infection_status_bin"
"9","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"Bg 352","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",15,22,"Yes","1"
"9","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"Bg 352","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",16,20,"Yes","1"
"9","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"Bg 352","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",17,4,"Yes","1"
"9","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"Bg 352","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",18,13,"Yes","1"
"9","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"Bg 352","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",19,7,"Yes","1"
"9","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"Bg 352","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",20,40,"Yes","1"
"9","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"Bg 352","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",21,7,"Yes","1"
"9","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"Bg 352","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",22,2,"Yes","1"
"9","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"Bg 352","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",23,40,"Yes","1"
"9","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"Bg 352","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",24,3,"Yes","1"
"9","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"Bg 352","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",25,9,"Yes","1"
"9","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"Bg 352","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",26,41,"Yes","1"
"9","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"Bg 352","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",27,14,"Yes","1"
"9","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"Bg 352","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",28,7,"Yes","1"
"9","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"Bg 352","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",29,50,"Yes","1"
"9","DRY ZONE","LOW COUNTRY","Rolling & Undulating",1100,"Bg 352","Reproductive","Sand mixed clay","Irrigated","Lowland","No","Direct seeded","Yes",30,5,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",1,13,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",2,1,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",3,0,"No","0"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",4,8,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",5,2,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",6,1,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",7,1,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",8,19,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",9,6,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",10,30,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",11,3,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",12,28,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",13,10,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",14,37,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",15,10,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",16,11,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",17,3,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",18,26,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",19,3,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",20,17,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",21,3,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",22,46,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",23,9,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",24,6,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",25,5,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",26,17,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",27,6,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",28,23,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",29,3,"Yes","1"
"10","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",30,10,"Yes","1"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",1,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",2,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",3,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",4,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",5,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",6,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",7,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",8,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",9,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",10,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",11,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",12,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",13,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",14,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",15,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",16,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",17,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",18,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",19,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",20,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",21,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",22,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",23,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",24,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",25,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",26,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",27,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",28,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",29,0,"No","0"
"11","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 94/1","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","No",30,0,"No","0"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",1,11,"Yes","1"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",2,1,"Yes","1"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",3,5,"Yes","1"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",4,0,"No","0"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",5,10,"Yes","1"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",6,0,"No","0"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",7,2,"Yes","1"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",8,0,"No","0"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",9,0,"No","0"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",10,0,"No","0"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",11,0,"No","0"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",12,4,"Yes","1"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",13,9,"Yes","1"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",14,1,"Yes","1"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",15,0,"No","0"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",16,4,"Yes","1"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",17,16,"Yes","1"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",18,7,"Yes","1"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",19,0,"No","0"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",20,5,"Yes","1"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",21,0,"No","0"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",22,67,"Yes","1"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",23,14,"Yes","1"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",24,8,"Yes","1"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",25,5,"Yes","1"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",26,5,"Yes","1"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",27,0,"No","0"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",28,0,"No","0"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",29,0,"No","0"
"12","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,NA,"Reproductive","Clay","Irrigated","Flat land","Yes","Direct seeded","No",30,15,"Yes","1"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",1,0,"No","0"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",2,1,"Yes","1"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",3,0,"No","0"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",4,0,"No","0"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",5,18,"Yes","1"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",6,3,"Yes","1"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",7,14,"Yes","1"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",8,0,"No","0"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",9,0,"No","0"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",10,0,"No","0"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",11,0,"No","0"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",12,0,"No","0"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",13,0,"No","0"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",14,0,"No","0"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",15,1,"Yes","1"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",16,0,"No","0"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",17,0,"No","0"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",18,2,"Yes","1"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",19,3,"Yes","1"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",20,1,"Yes","1"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",21,10,"Yes","1"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",22,5,"Yes","1"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",23,2,"Yes","1"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",24,0,"No","0"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",25,0,"No","0"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",26,0,"No","0"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",27,0,"No","0"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",28,0,"No","0"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",29,0,"No","0"
"19","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"Bg 352","Vegetative","Clay","Rainfed lowland","Flat land","Yes","Replanting","No",30,0,"No","0"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",1,0,"No","0"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",2,16,"Yes","1"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",3,0,"No","0"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",4,0,"No","0"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",5,0,"No","0"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",6,0,"No","0"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",7,0,"No","0"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",8,0,"No","0"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",9,0,"No","0"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",10,22,"Yes","1"
